scenario_id,seed,client_count,partition,policy_profile,attack_type,method,round,aggregation_status,included_clients,excluded_clients,approval_rate,global_accuracy,global_macro_f1,global_demographic_parity_gap,global_equal_opportunity_gap,global_equalized_odds_gap,global_subgroup_accuracy_gap
adversarial,10002,10,joint_dirichlet_0.3,submitted,label_flip,B0,3,updated,10,0,1.0,0.7511602209944751,0.4289500252397779,0.0,0.0,0.0,0.19994602997186073
adversarial,10002,10,joint_dirichlet_0.3,submitted,label_flip,B0,4,updated,10,0,1.0,0.7511602209944751,0.4289500252397779,0.0,0.0,0.0,0.19994602997186073
adversarial,10002,10,joint_dirichlet_0.3,submitted,label_flip,B0,5,updated,10,0,1.0,0.7511602209944751,0.4289500252397779,0.0,0.0,0.0,0.19994602997186073
adversarial,10002,10,joint_dirichlet_0.3,submitted,sign_flip,B0,1,updated,10,0,1.0,0.7511602209944751,0.4289500252397779,0.0,0.0,0.0,0.19994602997186073
adversarial,10002,10,joint_dirichlet_0.3,submitted,sign_flip,B0,2,updated,10,0,1.0,0.7511602209944751,0.4289500252397779,0.0,0.0,0.0,0.19994602997186073
adversarial,10002,10,joint_dirichlet_0.3,submitted,sign_flip,B0,3,updated,10,0,1.0,0.7511602209944751,0.4289500252397779,0.0,0.0,0.0,0.19994602997186073
adversarial,10002,10,joint_dirichlet_0.3,submitted,sign_flip,B0,4,updated,10,0,1.0,0.7511602209944751,0.4289500252397779,0.0,0.0,0.0,0.19994602997186073
adversarial,10002,10,joint_dirichlet_0.3,submitted,sign_flip,B0,5,updated,10,0,1.0,0.7511602209944751,0.4289500252397779,0.0,0.0,0.0,0.19994602997186073
adversarial,10002,10,joint_dirichlet_0.3,submitted,random_weights,B0,1,updated,10,0,1.0,0.7169060773480663,0.5412553791363703,0.11260126622331915,0.28878634805467274,0.28878634805467274,0.0913352479100541
adversarial,10002,10,joint_dirichlet_0.3,submitted,random_weights,B0,2,updated,10,0,1.0,0.6519337016574586,0.5979572802796872,0.0848851387667024,0.21929030364713742,0.21929030364713742,0.05146316267038886
