execution_id,artifact_type,cid,client_id,payload_bytes,retrieval_ms,round,upload_ms,verified
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,public,bafkreig3tafw2gmvlqi76qhf7gugyr42fjoozbwzlwnnw35d75lvbssjlu,2,304,21.169374987948686,3,49.894875031895936,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,submission_manifest,bafkreiarrvxgdylrnpvrpvwjuzikyr6cvtuauaz6vyitakbgaojp4eup54,2,545,20.006832957733423,3,51.85933399479836,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,model,bafkreicn6wym6vqrpc6vycqt34ufs4lefqhtv4za3idqahbkesa7sxjjte,3,2233,21.54537499882281,3,46.62704101065174,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metrics,bafkreiconi6g5hr43ppzu5b33huihu65burkbudfhikzrj2nqau2ipou2m,3,225,19.730750005692244,3,50.60524999862537,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metadata,bafkreid345tuvtzdgjl54fhr2ym64ybeelpqyo72eesstnomqnqjouwrf4,3,91,1.9334160024300218,3,32.625417050439864,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,bound_manifest,bafkreig5m3el4qgttbygwdzgs6jw32pio4hw5jhjgrayafx5aanol7tnba,3,340,25.085332978051156,3,53.07670804904774,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,proof,bafkreih52w6vhdq4agcuhgwql53bi6ccyav5jltcx4cguf6eccc2434q7y,3,150,20.75404196511954,3,57.613874960225075,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,public,bafkreif564ddvo7ymbyipdxyyz4rss6f3s56xpyl65gdbdpo6hbvqmir2a,3,323,22.355041990522295,3,52.47804196551442,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,submission_manifest,bafkreifhur5dv5n5hqsmjti4qfcngqv5zrtq6pwm2tf3mgw2dk6pq5mbsq,3,545,22.158625011797994,3,63.84012498892844,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,model,bafkreigkgnsgkhq2w5c34gqjsd4sdmxoofza75fyov4scq7vmhrt27aofu,4,2149,19.912292016670108,3,56.95862497668713,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metrics,bafkreidjv23qoppstqs5ee7ztsbruyiaozsujidbkfc6juc3eckh655s4a,4,222,18.425374990329146,3,53.568415984045714,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metadata,bafkreieywl3zmegfk6uuhj7guzk5gl2mi2unbzxrzkfuafu6tnx7uammkq,4,91,2.0979580003768206,3,30.09308298351243,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,bound_manifest,bafkreidz2ozxzkz2bqba74fdscqikx5zw2rsauibddvydta4xrn6pzip5u,4,340,17.74541602935642,3,46.75149999093264,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,proof,bafkreie366nqij4h7xcu2mifq6stuxjxjbiledqvy2xiipq3bmkzqovizq,4,150,20.291583030484617,3,56.67120800353587,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,public,bafkreibpzfrabnksyjwo4rldetsfhjguuw6xjjffuyuaoqpbnzvkm77i6i,4,313,20.158333994913846,3,59.80779096717015,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,submission_manifest,bafkreih6pfbhtu5x3zk7ydf5osreckmx6wp6tvdf4vkpipjq6cnvm5qgnu,4,545,20.824250008445233,3,65.37708296673372,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,global_model,bafkreidzihc3hb4qos6c3y4pbvcilmmb34jbukyo7wuy6tqgo3zhdwcjjm,global,2148,21.308124996721745,3,45.52933300146833,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,report,bafkreigkdnkme2didl6l23j2r3ckffxsethusyj46ax4tmj44ob7ybu2za,global,1822,21.54549997067079,3,48.86650003027171,True
